Feature,Speaker
"Single-Target Sexuality: He's very much Rachel-sexual. When Phoebe kisses him to get her cold back, he apologizes to Rachel for not stopping the kiss.",Gunther
"Boss's Unfavorite Employee:Rachel, for her first job working at Central Perk. He does have a point, though: she's positively incompetent at her job, either screwing every order or just sitting down and acting like a customer when her friends come along.Phoebe, because he doesn't like her singing. In one episode he actually replaces her with Stephanie (played by Chrissie Hynde of The Pretenders).",Terry
"Chuck Cunningham Syndrome: Only appears for the first two seasons, one episode each, and is mentioned a third more time in a season 3 episode. His role as the face of Central Perk is taken by Gunther (although as a ""mere"" manager, since Terry had owned the café and no one else came in to fill that role). Justified in that he's not a likeable character.",Terry
"In-Series Nickname: Rachel and Phoebe give him the nickname ""Jerk"".",Terry
Mean Boss: He's grumpy and mistreats his employees - especially Rachel.,Terry
"Abhorrent Admirer: To Chandler. However, in the third season, Chandler actually falls for her and dates her for a while.",Janice
"Ambiguously Jewish: Aside from her last name, she is a parody of Fran Drescher after all.",Janice
"Annoying Laugh: A signifying character trait, to which Chandler cringes every time he hears Janice laugh.",Janice
"Big ""OMG!"": Will always say her catchphrase as such and nothing lower.",Janice
"The Cat Came Back: Chandler and Monica find themselves in this relationship to her in Season 7. Whether the two are at the restaurant, going to the hospital for Emma's birth, visiting a fertility clinic, or buying a house out in the suburbs, she always turns up. Even though they manage to get her to go away at the end of a given appearance, Chandler and Monica dread how they'll always be running into her somewhere.
Monica: If we don't get this house, she's still going to show up wherever we go! At least if she's here, it eliminates the element of surprise.",Janice
Catchphrase: OH. MY. GOD!,Janice
"Cute, but Cacophonic: She is attractive, but has an annoyingly nasal voice and an even more annoying laugh.",Janice
The Dreaded: Played for laughs. Joey positively hates being around her; Chandler and Monica get to be the same way as the seasons progress.,Janice
"Everyone Has Standards: Even she finds Ross too whiny and annoying after his divorce from Emily and subsequent run of bad luck, and ends up dumping him in the episode where they briefly hook up.",Janice
First Love: To Chandler. When he was actually serious about her she was the first girl he got through the 'relationship tunnel' with. (Kathy was his second and Monica was his third.),Janice
"Flanderization: She gets louder, more melodramatic and more irritating to the other characters as seasons go on. Inverted in Season 3 where these were toned down to justify Chandler falling in love with her.",Janice
"The Friend Nobody Likes: While she's the most frequent occasional friend to the main group, nobody likes being around her. They learn to tolerate her in season 3, when she and Chandler have a stable relationship (though Joey was very reluctant at first), but in the following seasons she goes back to being this trope whenever she interacts with them.",Janice
"Happily Married: At some point in-between Seasons 7 and 8, she married a guy named Sid. They get along great, likely owing to the fact that he's practically deaf and hears her loud voice as a normal speaking volume.",Janice
"Hidden Depths: Has a couple of scenes in the later seasons that help air out some of the characters' situations, for instance, making Rachel re-consider her situation with Ross post-Emma, or consoling Chandler while he is nervous about his fertility tests.",Janice
"Incoming Ham: Her catchphrase is, more than once, the first thing she says when she encounters the friends after a long absence in the series.",Janice
"Just Eat Gilligan: No one in the series can seem to directly tell her ""no"". Chandler even pretends he's moving to Yemen, to get rid of her.",Janice
"Large Ham: Loud, and enjoys every minute of it.",Janice
"Nice Girl: She's a very friendly and well-intentioned person, who just happens to have an annoying voice and annoying laugh. Even at her worst, she's always nice to Chandler and his friends. Even when she learns that Joey can't stand her, instead of holding a grudge against him, she makes a better effort to get along with him.",Janice
Oblivious to Hatred: Blissfully unaware of how much the Friends find her annoying. Justified in that they never tell her to her face.,Janice
Once a Season: She is involved in at least one episode in each of the show's ten seasons (though in the sixth we only hear her voice on an old tape she gave Chandler).,Janice
Overly-Long Name: Janice Litman Goralnik (née Hosenstein).,Janice
Quirky Curls: Her hair is always in curls.,Janice
"Recurring Character: Was Chandler's on again off again girlfriend, thus she would always appear when the plot called for it.",Janice
"Spanner in the Works: She's never actively malevolent and generally has a good heart. However, whenever she appears, she couldn't screw up Chandler's day any more if she tried.",Janice
"Take That!: Supposed to be a parody of Fran Drescher. Some local stations, when doing promos for episodes that feature Janice, actually announce, ""Fran Drescher guest stars on the next Friends!""",Janice
"Troll: In Season 8, she's pregnant and about to give birth. She says Chandler is the father just to get him to freak out even though they last slept together in Season 3.",Janice
"Ceiling Banger: Mr. Heckles would routinely bang on the floor of Monica and Rachel's apartment and complain about the noise. When he passed away, Chandler noticed that due to the building's weird acoustics, the noise from other apartments actually was heavily amplified and started to bang on the ceiling himself until he realised in horror what he was doing. The running gag throughout that episode was that Chandler had found Mr. Heckles old school year-book and was freaking out at their similarities.",Mr. Heckles
Cloudcuckoolander: Often bugged the gang about strange things.,Mr. Heckles
"Character Death: He was an older guy, but not that old. Chandler is particularly shattered by his death because he thinks their lives share the same path.",Mr. Heckles
Hidden Depths: He was part of a tight knit group before becoming a shut-in. He was the funny one.,Mr. Heckles
"Jerkass Has a Point: Constantly complained about noise, but everyone thought he was just trying to annoy them. After he died, Chandler, Joey and Phoebe found that the apartment's acoustics did amplify the noise from upstairs.",Mr. Heckles
"""Not So Different"" Remark: After his death, Chandler realizes how similar he is to Heckles and worries that he might ended up like him in the years to come. As far as the series finale goes, he was proven wrong.",Mr. Heckles
Limited Wardrobe: Always in a bathrobe.,Mr. Heckles
Shadow Archetype: He is what Chandler would have become if he remained scared of relationships.,Mr. Heckles
"Small Role, Big Impact: According to one flashback, Joey wouldn't have been Chandler's roommate—and therefore, wouldn't have been part of the main cast—if it weren't for him.",Mr. Heckles
"Derailing Love Interests: Initially he was a nice, but boring guy who Rachel left at the altar because she didn't love him. Later its revealed he was a Smug Snake who cheated on with her best friend throughout their engagement.",Barry
Disposable Fiancé: He and Rachel consider getting back together in the first season but he eventually decides to stay with Mindy.,Barry
"Jerkass: Barry is portrayed as a horrible, selfish little man who cheats, lies, and belittles other people.",Barry
"Kavorka Man: He's average looking at best, rather dull, unromantic and apparently distinctly unskilled in the bedroom yet somehow manages to seduce multiple beautiful women, often simultaneously. About the only explanation is that he is a rich doctor and the women he succeeds with are generally very shallow.",Barry
New Old Flame: He's the guy Rachel left at the altar in the first episode.,Barry
"Romantic False Lead: According to the nature of the Ross-Rachel relationship, pretty much every person either one of them dated for more than an episode after that point had elements of the false lead.",Barry
"Took a Level in Jerkass: Is a reasonable enough person in his first appearance, but becomes more and more of a jerk with each successive appearance.",Barry
"Affably Evil: He's a cheating sleazebag who made several passes at Phoebe, but he's still polite to the gang. This trait didn't change even when he briefly returned.",Paolo
"Beauty Is Bad: He's introduced as a handsome love interest, but he turns out to be bad for Rachel.",Paolo
"The Bus Came Back: Briefly in Season 2, when Rachel has a one night stand with him on an impulse after being depressed with Ross' new relationship with Julie.",Paolo
"Derailing Love Interests: Introduced as a dumb, but harmless guy who enjoyed being with Rachel... Then he randomly became a Jerkass who tried to cheat on her. This was to make way for the Ross/Rachel relationship.",Paolo
Foreign People Are Sexy: More Informed Attractiveness than anything though.,Paolo
Gag Penis: Phoebe says that boy scouts could have camped under there.,Paolo
"Latin Lover: He's Italian. Also applies to the Italian dub, where due to Adaptational Nationality he becomes a Spanish guy named Pablo.",Paolo
"Romantic False Lead: Former Trope Namer. He was introduced just to add more drama to the Ross/Rachel relationship. Lampshaded by Chandler's mother, who describes Paolo as ""a complication you eventually kill off.""",Paolo
Betty and Veronica: The Veronica to Mike's Betty for Phoebe's Archie.,David
The Bus Came Back: First in season 7 (for just one episode) and then in the second half of season 9.,David
"Butt-Monkey: His scientific career, his romance with Phoebe, all goes south easily.",David
Did Not Get the Girl: Loses Phoebe to Mike at the end of Season 9.,David
"Endearingly Dorky: Like Ross, he's a neurotic and socially awkward but lovable type of nerd, and Phoebe was absolutely crazy about him. She couldn't stand Ross' obsession with science, but she loved David's lab and thought he was extremely clever and extremely cute.",David
"Extreme Doormat: More than Chandler and Ross combined. Specially in the Barbados episodes, where he just wants to please Phoebe.",David
"Gibbering Genius: Smart scientist, constantly stammering and such.",David
"Love Interest: He likes Phoebe a lot. He's her first serious boyfriend, though only for one episode. He comes back now and then.",David
Nice Guy: He's a cute nerdy guy who is crazy about Phoebe and would do anything for her.,David
Put on a Bus: He went to Minsk to work on a science project.,David
Verbal Tic: His lines are often punctuated by stutters and 'um's.,David
"The Alcoholic: He has a drinking problem, and in season 2 Monica successfully helps him give up drinking.",Bobby
"Ironic Name: He's not only boring (it's the alcohol that puts the ""fun"" into Fun Bobby), but downright depressing when sober.",Bobby
"The Eeyore: Due to his grandfather's death, he suffers from depression without alcohol.",Bobby
Only Known by Their Nickname: His full name is never revealed.,Bobby
What Did I Do Last Night?: According to Phoebe most of his stories involve this due to his heavy drinking.,Bobby
Asian and Nerdy: She's a Paleontologist.,Julie
Betty and Veronica: The Betty to Rachel's Veronica for Ross' Archie.,Julie
"Beware the Nice Ones: According to Ross, she was so angry that he broke up with her, she threw things at him.",Julie
"Birds of a Feather: With Ross, both being nerdy paleontologists, he has more in common with her than with his First Love Rachel.",Julie
Derailing Love Interests: A notable aversion since she stood in the way of the show's main pairing. Julie is consistently nice and makes efforts to befriend Rachel and the rest of the group. Rachel is portrayed as being in the wrong for disliking her and told by the others that she has to get over it. The inevitable break-up is solely because of Ross' feelings for Rachel and not because of anything Julie did.,Julie
"Earn Your Happy Ending: Despite Ross dumping her right as things were getting serious, she still manages to find her Second Love in Russ.",Julie
Nice Girl: Julie is a very sweet and lovely person.,Julie
"Pair the Spares: After Ross breaks up with her because ""She's not Rachel,"" Rachel still doesn't date him. She instead hooks up with Russ (played by ""Snaro"" note ) who is virtually identical to Ross. In The Stinger of that episode, he sees Julie, and she him, and it appears to be Love at First Sight.",Julie
"Romantic False Lead: In the second season, Ross dated academic Julie while Rachel looked on jealously.",Julie
"The Ace: He's intelligent, sophisticated, compassionate, funny, charitable, loving, rich, and tolerant of Monica's idiosyncrasies. If it wasn't for the fact he was past the stage in life Monica wanted to be, they would've probably gotten married.",Richard
"Always Someone Better: How Chandler feels about him as a sophisticated older guy who was Monica's First Love. In reality though Chandler is actually Richard's Always Someone Better, as Monica chose him over Richard several times.",Richard
Being Good Sucks: In Season 6 he agrees with Chandler that he is a good guy and actually hates that he is since it's what makes him accept that he missed his chance with Monica and that she should be with Chandler.,Richard
"Betty and Veronica: In Season 6, the Veronica to Chandler's Betty for Monica's Archie.",Richard
The Bus Came Back: In season 3 and in season 6. However he's still frequently mentioned even later.,Richard
Did Not Get the Girl: Steps down when he realizes Monica is meant to be with Chandler.,Richard
"The Dreaded: He never actually demonstrates this, but Joey (generally considered the group's most scrappy member) is absolutely certain Richard could kick his and Chandler's butts at the same time.",Richard
First Love: To Monica. (Pete was her second and Chandler was her third.),Richard
"Foil: To Dr. Barry Farber. They both are doctors who had a committed relationship with a main character. While Barry Farber was selfish, cowardly, unfaithful, and in general unpleasant, Dr. Richard Burke was suave, generous, faithful, committed, and nothing but charming.",Richard
Love Interest: To Monica in season 2.,Richard
"Nice Guy: Lampshaded by Chandler.
Chandler: You know, Richard... you are a good guy.
Richard: I know. I hate that.",Richard
Romantic False Lead: In his final appearance which he actually realizes by encouraging Chandler to go after Monica.,Richard
"Silver Fox: Despite his age, Monica describes him as ""one of the brightest, most sophisticated, sexiest men I've ever been with"" and Rachel and Phoebe agree with her.",Richard
"Team Dad: To his dismay, Chandler and Joey only think of him as this rather than as an equal.",Richard
"Nice Guy: Lampshaded by Chandler.Chandler: You know, Richard... you are a good guy. Richard: I know. I hate that.",Richard
"Catchphrase: ""Joey, it's Estelle!""",Estelle
Character Death: She dies in the last season.,Estelle
The Ditz: Which barely helps Joey's fledging career.,Estelle
"Smoking Is Cool: When she appears, she is always on the phone or talking with Joey while smoking cigarettes.",Estelle
"Two First Names: ""Estelle"" and ""Leonard"".",Estelle
Ambiguous Disorder: He most likely suffers from schizophrenia.,Eddie
Cloudcuckoolander: His extremely odd behavior and Ambiguous Disorder freaks Chandler out.,Eddie
"Crazy Jealous Guy: After his ex-girlfriend visits to return a fish tank, he immediately accuses Chandler of sleeping with her.",Eddie
"Derailing Love Interests: In a non-romantic sense. In his debut episode, Eddie is a perfectly decent roommate whom Chandler gets along with fairly well and his worst fault is not being interested in foosball and Baywatch. In the next episode, he gets turned into a raving psycho whom Chandler has to throw out so as to facilitate the Chandler/Joey reunion.",Eddie
Funny Schizophrenia: His bizarre behavior is Played for Laughs.,Eddie
"Love Makes You Crazy: Implied, since he was normal in his first episode The One Where Eddie Moves In. Only in his second episode, after he mentions his break-up with his ex-girlfriend Tilly, he starts to show signs of insanity.
Eddie: And it was literally like she had reached into my chest, ripped out my heart, and smeared it all over my life, ya know. And now there's like this incredible abyss, ya know, and I'm falling and I keep falling and I don't think I'm ever gonna stop. [finishes laughing] That uh, wasn't such a funny story, was it?",Eddie
"The Mentally Disturbed: He watches Chandler sleep, loves shrinking fruit, and keeps a goldfish cracker as a pet. The only way Chandler is able to get him to leave is by pretend Eddie never lived there and Joey was there all along.",Eddie
"Replacement Goldfish: To Joey, as Chandler's roommate. A literal example when Eddie buys a goldfish after irrationally believing that Chandler killed his previous fish. After temporarily replacing it with a goldfish cracker from Pepperidge Farm, anyway.",Eddie
Stalker Without A Crush: He apparently sneaks in Chandler's bedroom to watch him sleep every night.,Eddie
"The Thing That Would Not Leave: After his true colours are shown. Every single time Chandler tells him that he has has enough and tells him to move out, Eddie completely forgets (at one point, he's even convinced that instead of telling him to move out, he and Chandler went on a road trip to Las Vegas). It takes Joey moving back in, Chandler and him pretending that they have no idea who Eddie is and that he never lived there, for him to finally leave.",Eddie
"Book Ends: His friendship with Rachel and setting her up the job at Bloomingdale's was the reason due to which Ross and Rachel had their infamous breakup. Come the final season, his reappearance and his subsequent offering Rachel a job in Louis Vuitton is also the reason  Ross and Rachel eventually get back together for good.",Mark
"The Bus Came Back: In the Season 10 episode ""The One With Princess Consuela"".",Mark
Happily Married: It's revealed in Season 10 that Mark is happily married with his wife having just had twins.,Mark
"Jerkass: Ross considers him one, believing that Mark is only helping Rachel because he's attracted to her even though it turns out Mark is actually seeing someone when Rachel starts working with him. After remembering who Mark is in season 10 Ross immediately snaps to ""I hate that guy!"".",Mark
Nice Guy: From Rachel's perspective as he helps her get a job in the fashion industry and shares her interest in the business.,Mark
"Put on a Bus: In ""The One With The Tiny-T-Shirt"".",Mark
"Romantic False Lead: Definitely. While Mark never asked Rachel out until she ended her relationship with Ross, he was always considered an obstacle to Ross and Rachel's relationship and was one of the reasons for their break-up (although it's mostly because Ross was a massive Crazy Jealous Guy). In ""The One With Princess Consuela"", it's possible that Ross still blames Mark for the breakup given his declaration ""I hate that guy!"" and will always despise Mark for the breakup.",Mark
"Small Role, Big Impact: He doesn't appear in many episodes, but has a huge impact on Ross and Rachel's relationship.  Both times.",Mark
"Chekhov's Gunman: Seems to be little more than an incidental character at first, only for Chandler to reveal to Ross that he's the brother of Phoebe's coworker Jasmine and, thus, may very well have told his sister about his affair with Chloe. Chandler turns out to be right.",Isaac
One Degree of Separation: In addition to working with Chloe he's also the brother of Phoebe's coworker Jasmine.,Isaac
"I'm a Man; I Can't Help It: Tries to make Ross feel better about his affair by telling him that ""it doesn't matter how much we love'em, monogamy is too cruel a rule.""",Isaac
"The Stoner: Though not outright stated, it's clear from his looks and demeanor that he's this.",Isaac
Surfer Dude: He certainly talks like one.,Isaac
Bare Your Midriff: Which shows her belly button ring.,Chloe
The Bore: Shown to talk a lot about her work to a clearly disinterested Joey and Chandler.,Chloe
"Boyish Short Hair: A short-haired, unconventional ""hot girl"" in contrast to Ross's girlfriend Rachel who is a long-haired and feminine beauty.",Chloe
"The Ditz: She's portrayed as being shallow and not particularly bright, which turns Joey and Chandler off to her.",Chloe
Dude Magnet: Attracts all the main guys of the core cast.,Chloe
"Genki Girl: She's bubbly and energetic, which is a big part of her initial appeal to Joey and Chandler.",Chloe
"Good Bad Girl: She seems a friendly person, but slept with Ross even though she knew he was in a relationship.",Chloe
"Savage Piercings: Has a bellybutton ring, and it's shown in her later scenes.",Chloe
"Small Role, Big Impact: Only appears in two episodes, but has a huge impact on Ross and Rachel's relationship.",Chloe
Sticky Fingers: Has a bad habit of stealing watches.,Chloe
And There Was Much Rejoicing: She takes Joanna's death very well.,Sophie
Boss's Unfavorite Employee: Joanna loves Rachel and hates Sophie.,Sophie
Butt-Monkey: She's constantly picked on by her boss Joanna.,Sophie
Nice Girl: She was shown to be a very nice person and even to Joanna who always responded negatively. Sophie was also kindly to Chandler and Ross. And she wasn't furious at Ross when he brought the picnic to her and Rachel's office or when he accidentally set the desk on fire.,Sophie
"Kick the Son of a Bitch: She initially dumps Joey after a one-night stand, treating him the same way he treats all the other women. Realizing that at the end of the episode, he starts calling ex-girlfriends just to apologize to them.",Kate
Love Interest: One of the few women Joey was genuinely interested in.,Kate
"Morality Pet: She was the first woman to turn Joey into a Ladykiller in Love, many years before Rachel.",Kate
"Put on a Bus: After a few episodes, she obtains a part in LA and leaves Joey.",Kate
"Birds of a Feather: With Monica. Both of them are super-competitive, hard-working determinators who are too stubborn for their own good.",Pete
"Competition Freak: His highly competetive nature means he doesn't back down from failure, a trait that led to him forming a major software company and becoming a millionaire in his twenties. The downside is that he refuses to quit the UFC even though he gets his ass kicked in every fight. Monica breaks up with him because she can't stand seeing him get hurt anymore.",Pete
"Derailing Love Interests: He started as a sweet, smart Dogged Nice Guy who went to great lengths to win over Monica. Then he turns into a pig-headed Competition Freak who picks wrestling over her. Could be explained, by his Dogged Nice Guy, Determinator personality extending to all areas of his life, and once he'd 'won' Monica, he got bored and moved onto a new challenge.",Pete
Dogged Nice Guy: Towards Monica.,Pete
Groin Attack: Implied by Chandler in his MMA match.,Pete
"Nice Guy: Until he becomes obsessed with wrestling, causing his break-up with Monica.",Pete
Not with Them for the Money: Despite Rachel's encouragement Monica refuses to date him unless she develops genuine feelings. (She does.) She also refuses to let him give her her own restaurant.,Pete
Second Love: To Monica. (Richard being the first and Chandler being the third).,Pete
Self-Made Man: A millionaire manager of a huge computer corporation.,Pete
"Too Much Alike: Despite sharing his stubborn, competitive nature, Monica can't deal with it and they break up, hinting she needs someone more relaxed than her. Her next, and last, boyfriend is the easy-going Chandler.",Pete
Asshole Victim: Sophie is genuinely happy when she dies.,Joanna
"Bad Boss: She constantly mistreats and belittles Sophie, for some unexplained reason. She clearly likes Rachel much more than her.",Joanna
"Benevolent Boss: She's slightly nicer to Rachel, as despite all the crap she puts her through, eventually admits that she's a good assistant.",Joanna
Character Death: She is one of the few recurring characters to have been killed on the show.,Joanna
For the Evulz: She makes Sophie miserable out of pure fun.,Joanna
"Irrational Hatred: From the way she treats her, it's clear that she hates Sophie, but it's never explained why.",Joanna
"Jerkass: Not only does she treat Sophie like crap, but also tries to sabotage Rachel's interview for a higher position because she loves Rachel as her assistant. And when Chandler doesn't call her back after their date, she blames Rachel (who introduced them) for it and rather ominously hints to her that she'll fire her because of this — this is flat-out illegal workplace behavior.",Joanna
The Sociopath: Is completely remorseless in treating her employees like crap and enjoys it.,Joanna
"Big Man on Campus: In high school, where he was dating the equally popular Rachel.",Chip
"The Faceless: In ""The One with the Prom Video"", he's played by an unknown, uncredited actor and his face is not seen on screen.",Chip
"Future Loser: He was the most popular guy in high school, now he's an immature Manchild with no job who still lives with his parents.",Chip
"Manchild: Monica dates him in ""The One With The Cat"" and learns that he hasn't matured at all since high school.",Chip
Betty and Veronica: The Veronica (Good Bad Girl newcomer) to Rachel's Betty (his First Love) for Ross' Archie.,Bonnie
"Double Standard Rape: Female on Male: In ""The One with the Jellyfish"", Ross casually admits to Rachel that Bonnie often raped him, mentioning that him being asleep or not willing to have sex aroused her, as well as trying to excuse her saying ""it wasn't every morning"", while the show treated it as something to laugh at. It's Rachel who apparently sees it as something bad.",Bonnie
"Good Bad Girl: A hypersexual Shameless Fanservice Girl, but still friendly and likable.",Bonnie
"Nice Girl: Despite her former sluttiness, she's generally very nice and friendly with everybody.",Bonnie
"Really Gets Around: This is revealed at the beginning of ""The One at the Beach,"" which makes it all the more strange that Ross of all people would be dating her.",Bonnie
Romantic False Lead: Just introduced to stand in the way of the Ross/Rachel pairing for a while.,Bonnie
Breakup Bonfire: His ex-wife burned all of his clothes except for one suit and a skirt that he grabbed by accident. He meets Rachel when he hires her to buy replacement clothes.,Joshua
"The Generic Guy: It's not clear why Rachel was so attracted to him. Given the events before and after his arc, she was most likely using him as a proxy for the lingering feelings she had towards Ross.",Joshua
Breakup Bonfire: His ex-wife burned all of his clothes except for one suit and a skirt that he grabbed by accident. He meets Rachel when he hires her to buy replacement clothes.,Joshua
Oblivious to Love: He was clueless about Rachel's crush on him in the beginning.,Joshua
Why Did It Have to Be Snakes?: Turns out he's terrified of farm birds and even when Rachel shoos the Chick and the Duck out into the hallway he's still nervous because he knows they're outside.,Joshua
Beautiful All Along: He's introduced with a massive beard and bushy hair that Rachel says makes him look like a yeti. He shaves after the girls spray him with bug bomb and Rachel barely recognises him without the hair.,Danny
"Brother–Sister Incest: He has a ""special relationship"" with his sister. They even take baths together.",Danny
Manchild: When he's around his sister. They play together like little kids.,Danny
"The Matchmaker: In ""The One Where Ross Moves In"" he tries to set up Rachel with his friend Tom, much to her dismay.",Danny
No Sense of Personal Space: He and his sister towards each other. Rachel eventually breaks up with him because of this.,Danny
"Oblivious to Love: Like Joshua before him, he was initially oblivious to Rachel's interest in him.",Danny
"Actually Pretty Funny: Subverted at the end of his first episode. He cracks a joke, and only Chandler laughs—not because it was funny, but because Gary carries a gun.",Gary
Derailing Love Interests: He was a Nice Guy who genuinely loved Phoebe and she even agreed to move in with him in spite of her fear that it was too soon...and then he shot a bird just because it was chirping too loudly. Phoebe broke up with him and he was never seen again.,Gary
Love Interest: To Phoebe in season 5.,Gary
"Out-of-Character Moment: When he kills a bird for...whatever reason. Probably the dumbest way of getting rid of a Love Interest ever used on the show (even worse than Danny and his disturbing ""special relationship"" with his sister in season 5). Remember that this is the same character who previously showed that he respected proper gun safety and usage, such as refusing to let Chandler hold his gun on the risk he could drop it.",Gary
"Unperson: Despite the fact that he was a legitimately serious love interest for Phoebe in the fifth season, and they were even ready to move in together, he's oddly never mentioned again, conflicting with Phoebe's realization that she's never had a serious love interest all her life in Season 9. Maybe she was mentally blocking him out because of the whole bird killing thing?",Gary
Birds of a Feather: Chandler falls in love with her after they bond over their favorite television show.,Kathy
"Bitch in Sheep's Clothing: Sadly comes off as this, when she sleeps with Nick. Cheating once was sympathetic because she claimed to have fallen in love with Chandler, but cheating again tips her into this territory.",Kathy
"Derailing Love Interests: While she did kiss Chandler, while she was with Joey, it was portrayed sympathetically as they'd genuinley fallen in love, while she and Joey were very casual. She eventually breaks up with Joey on good terms and enters into a proper relationship with Chandler, until eventually Chandler himself is the one who gets derailed. He sees her acting out a simulated sex scene with another guy in a play, and immediately assumes she must be having an affair with him. She denies this, but Chandler accuses her in such an immature and harsh way that she DOES end up having an affair with the guy.",Kathy
"Hypocrite: When Chandler says it should be understandable that he believes she could be cheating on him with co-star Nick, considering how they got together, she gets upset and leaves... and promptly cheats on Chandler with Nick.",Kathy
Love Interest: To Chandler and Joey in season 4.,Kathy
"Second Love: To Chandler, with Janice being first. (Monica was his third).",Kathy
"Self-Fulfilling Prophecy: While initially, Kathy was not cheating on Chandler with Nick. His immaturity in the situation and overall pettiness ends up driving Kathy away from him to Nick.",Kathy
"Bitch in Sheep's Clothing: She's mostly portrayed as a nice love interest in season 4 (before she Took a Level in Jerkass), but she had jerkass foreshadowing from the start. Her first appearance had her being completely judgemental about strangers who didn't have a chance to explain themselves. Ross later handwaved it as her being soaking wet at the time. It was revealed that, despite being with Ross for a couple of weeks, she also had a long-term beau back home which she ended up dumping abruptly in favour of Ross, but only after Ross learned about it and decided to ""fight"" for her. In the rugby episode she gave out weak points of the other players for Ross to exploit to inflict as much pain as possible, even his own teammates. To be fair, in this case, she only did so because she had asked them to take it easy on Ross, and they clearly didn't. Her final ""appearance"" has her calling Ross the night before her wedding. No matter how you twist it, even at best, it's disrespectful to her fiancé.",Emily
"Break the Cutie: In the season 4 finale she is humiliated by Ross at their wedding, the main reason why Emily turns into an obsessive Control Freak and Clingy Jealous Girl afterwards.",Emily
"Clingy Jealous Girl: Emily's darker and jealous side to her personality is revealed in season 5. Due to her paranoia she forces Ross to cut all ties with Rachel whatsoever, in order to make their marriage work.",Emily
"Control Freak: Again, only after the season 4 finale.",Emily
Death Glare: She angrily gives one to Ross after mistakenly saying Rachel's name at their wedding.,Emily
"English Rose: A beautiful young woman with fair skin and dark hair and dark eyes. Initially she was sweet, caring and she and Ross seemed like a perfect match. She and Ross wanted to get married, but both wanted to stay in their homeland because they had strong ties with their family and friends.",Emily
"Irony: When she gets cold feet about her impending wedding and calls Ross about possibly getting back together, Monica thinks it's some kind of mean-spirited head game. Rachel (the person Emily demanded that Ross never see) actually thinks Emily's being sincere and feels a little sympathetic towards her (though not to the point of wanting Ross to actually call her back, of course).",Emily
Jerkass Has a Point: Having your future husband saying the name of his ex-girlfriend's at the altar would enrage anyone. And then she sees said husband about to board a plane for the honeymoon with said ex-girlfriend.,Emily
"Manic Pixie Dream Girl: She had shades of this trope and similar effect on Ross. They spontaneously went to Vermont and enthusiastically watched animals and enjoyed the autumn there, he played rugby because of her, she made him pierce his ear and enroll in helicopter lessons. Though he says she won't be around for long enough for him to actually frequent the lessons.",Emily
"Put on a Bus: Her arc was supposed to be longer, but because of Baxendale's pregnancy and desire to work back in England, she was written out early in season five.",Emily
"Romantic False Lead: Emily is introduced as a sympathetic character, and you can't blame her for getting mad at Ross after the wedding disaster but when Ross tries to reconcile with her, she is turned into a selfish, petty shrew by forcing Ross to never see Rachel again and, when she can't have her way, turning her back on him.",Emily
"Took a Level in Jerkass: After Ross said his Rachel's name at the altar and then tried to get on the honeymoon flight with said ex, Emily went into a paranoia overdrive.",Emily
Woman Scorned: Although this is partially Ross's fault.,Emily
"Bitch in Sheep's Clothing: After she and Joey become a couple, she starts badmouthing his friends (Chandler and Monica) because she hates hanging out with them, putting Joey into a Friend Versus Lover situation.",Janine
"Derailing Love Interests: She was Joey's new roommate to whom he was attracted and eventually got together with. Then, she inexplicably turned out to be unable to stand Chandler and Monica, causing Joey to break up with her and her moving out.",Janine
"Everyone Loves Blondes: Besides Joey, even Ross and Chandler showed attraction to her good looks.",Janine
"Girly Girl: She likes pictures of babies, vases with flowers, bowls with petals, pretty little boxes or colorful pillows.",Janine
Love Interest: To Joey in season 6.,Janine
"Tomboy and Girly Girl: Briefly with Monica, with Janine complaining she's 'too loud' and running away when Monica challenges her to fight it out.",Janine
"Dating What Daddy Hates: She dates Ross, her professor from college. Her dad is not pleased.",Elizabeth
"Derailing Love Interests: To the point of self-parody. After Ross breaks up with her for the perfectly valid reason that they are at very different stages of their lives and he doesn't see a future, she yells at and hits him with a water balloon just as he's having second thoughts.",Elizabeth
"Nice Girl: Has a nice and pleasant demeanor, which Monica acknowledges after first meeting her.",Elizabeth
"One of the Boys: Implied at the end of The One With Joey's Fridge, when the friends who she's meeting for Spring Break turn out to be a huge group of guys.",Elizabeth
Teacher/Student Romance: She dates Ross who was her paleontology teacher. Their relationship ends when her relative immaturity becomes a problem for Ross.,Elizabeth
Even the Guys Want Him: Even Chandler gushes about how good-looking he is.,Tag
Hired for Their Looks: Rachel finds him so cute and pretty that she hires him as her assistant.,Tag
Love Interest: Rachel fancies him.,Tag
"Nice Guy: He appeared to be a decent guy, but wasn't mature enough for Rachel.",Tag
"Pretty Boy: He's quite young and has pretty, almost feminine features.",Tag
Romantic False Lead: He dates Rachel but they are not meant to be.,Tag
Sleeping with the Boss: He becomes Rachel's lover even though she's his boss.,Tag
"Nice Guy: He is friendly, despite his annoying nature.",Parker
No Sense of Personal Space: He playfully punches Chandler in the arm way too hard.,Parker
The Pollyanna: So overly cheerful and enthusiastic that he annoys the rest of the gang and eventually Phoebe herself.,Parker
"Chick Magnet: He immediately attracts Phoebe and Monica who try to flirt with him, and then he starts making out with Rachel in Joey's apartment.",Paul
